date,open,high,low,close,Regime_WF
2025-01-30 00:00:00+00:00,103733.25,106457.44,103278.54,104722.94,5
2025-01-31 00:00:00+00:00,104722.94,106012.0,101560.0,102429.56,5
2025-02-01 00:00:00+00:00,102429.56,102783.71,100279.51,100635.65,8
2025-02-02 00:00:00+00:00,100635.66,101456.6,96150.0,97700.59,7
2025-02-03 00:00:00+00:00,97700.59,102500.01,91231.0,101328.52,7
2025-02-04 00:00:00+00:00,101328.51,101732.31,96150.0,97763.13,7
2025-02-05 00:00:00+00:00,97763.14,99149.0,96155.0,96612.43,7
2025-02-06 00:00:00+00:00,96612.44,99120.0,95676.64,96554.35,7
2025-02-07 00:00:00+00:00,96554.35,100137.99,95620.34,96506.8,7
2025-02-08 00:00:00+00:00,96506.8,96880.0,95688.0,96444.74,7
2025-02-09 00:00:00+00:00,96444.75,97323.09,94713.0,96462.75,7
2025-02-10 00:00:00+00:00,96462.75,98345.0,95256.0,97430.82,7
2025-02-11 00:00:00+00:00,97430.82,98478.42,94876.88,95778.2,7
2025-02-12 00:00:00+00:00,95778.21,98119.99,94088.23,97869.99,7
2025-02-13 00:00:00+00:00,97870.0,98083.91,95217.36,96608.14,7
2025-02-14 00:00:00+00:00,96608.13,98826.0,96252.82,97500.48,7
2025-02-15 00:00:00+00:00,97500.47,97972.26,97223.58,97569.66,7
2025-02-16 00:00:00+00:00,97569.67,97704.47,96046.18,96118.12,7
2025-02-17 00:00:00+00:00,96118.12,97046.59,95205.0,95780.0,7
2025-02-18 00:00:00+00:00,95780.01,96753.91,93388.09,95671.74,7
2025-02-19 00:00:00+00:00,95671.74,96899.99,95029.99,96644.37,7
2025-02-20 00:00:00+00:00,96644.37,98711.36,96415.09,98305.0,7
2025-02-21 00:00:00+00:00,98305.01,99475.0,94871.95,96181.98,7
2025-02-22 00:00:00+00:00,96181.99,96980.0,95770.49,96551.01,7
2025-02-23 00:00:00+00:00,96551.01,96650.0,95227.94,96258.0,7
2025-02-24 00:00:00+00:00,96258.0,96500.0,91349.26,91552.88,7
2025-02-25 00:00:00+00:00,91552.88,92540.69,86050.99,88680.4,1
2025-02-26 00:00:00+00:00,88680.39,89414.15,82256.01,84250.09,1
2025-02-27 00:00:00+00:00,84250.09,87078.46,82716.49,84708.58,1
2025-02-28 00:00:00+00:00,84708.57,85120.0,78258.52,84349.94,1
2025-03-01 00:00:00+00:00,84349.95,86558.0,83824.78,86064.53,1
2025-03-02 00:00:00+00:00,86064.54,95000.0,85050.6,94270.0,1
2025-03-03 00:00:00+00:00,94269.99,94416.46,85117.11,86220.61,1
2025-03-04 00:00:00+00:00,86221.16,88967.52,81500.0,87281.98,1
2025-03-05 00:00:00+00:00,87281.98,91000.0,86334.53,90606.01,1
2025-03-06 00:00:00+00:00,90606.0,92810.64,87836.0,89931.89,1
2025-03-07 00:00:00+00:00,89931.88,91283.02,84667.03,86801.75,1
2025-03-08 00:00:00+00:00,86801.74,86897.25,85218.47,86222.45,1
2025-03-09 00:00:00+00:00,86222.46,86500.0,80000.0,80734.37,1
2025-03-10 00:00:00+00:00,80734.48,84123.46,77459.91,78595.86,1
2025-03-11 00:00:00+00:00,78595.86,83617.4,76606.0,82932.99,1
2025-03-12 00:00:00+00:00,82932.99,84539.85,80607.65,83680.12,1
2025-03-13 00:00:00+00:00,83680.12,84336.33,79939.9,81115.78,1
2025-03-14 00:00:00+00:00,81115.78,85309.71,80818.84,83983.2,1
2025-03-15 00:00:00+00:00,83983.19,84676.28,83618.0,84338.44,1
2025-03-16 00:00:00+00:00,84338.44,85117.04,81981.12,82574.53,1
2025-03-17 00:00:00+00:00,82574.52,84756.83,82456.0,84010.03,1
2025-03-18 00:00:00+00:00,84010.02,84021.74,81134.66,82715.03,1
2025-03-19 00:00:00+00:00,82715.03,87000.0,82547.16,86845.94,1
2025-03-20 00:00:00+00:00,86845.93,87453.67,83655.23,84223.39,1
2025-03-21 00:00:00+00:00,84223.38,84850.33,83175.25,84088.79,1
2025-03-22 00:00:00+00:00,84088.79,84539.17,83625.1,83840.59,1
2025-03-23 00:00:00+00:00,83840.59,86129.64,83809.75,86082.5,2
2025-03-24 00:00:00+00:00,86082.5,88765.43,85519.09,87498.16,8
2025-03-25 00:00:00+00:00,87498.16,88539.63,86310.0,87392.87,8
2025-03-26 00:00:00+00:00,87392.88,88275.0,85860.0,86909.17,8
2025-03-27 00:00:00+00:00,86909.17,87756.39,85800.0,87232.01,8
2025-03-28 00:00:00+00:00,87232.01,87515.67,83585.0,84424.38,8
2025-03-29 00:00:00+00:00,84424.38,84624.73,81644.81,82648.54,8
2025-03-30 00:00:00+00:00,82648.53,83534.64,81565.0,82389.99,5
2025-03-31 00:00:00+00:00,82390.0,83943.08,81278.52,82550.01,4
2025-04-01 00:00:00+00:00,82550.0,85579.46,82432.74,85158.34,4
2025-04-02 00:00:00+00:00,85158.35,88500.0,82320.0,82516.29,4
2025-04-03 00:00:00+00:00,82516.28,83998.02,81211.24,83213.09,1
2025-04-04 00:00:00+00:00,83213.09,84720.0,81659.0,83889.87,1
2025-04-05 00:00:00+00:00,83889.87,84266.0,82379.95,83537.99,1
2025-04-06 00:00:00+00:00,83537.99,83817.63,77153.83,78430.0,1
2025-04-07 00:00:00+00:00,78430.0,81243.58,74508.0,79163.24,1
2025-04-08 00:00:00+00:00,79163.24,80867.99,76239.9,76322.42,1
2025-04-09 00:00:00+00:00,76322.42,83588.0,74620.0,82615.22,1
2025-04-10 00:00:00+00:00,82615.22,82753.21,78464.36,79607.3,1
2025-04-11 00:00:00+00:00,79607.3,84300.0,78969.58,83423.84,1
2025-04-12 00:00:00+00:00,83423.83,85905.0,82792.95,85276.9,1
2025-04-13 00:00:00+00:00,85276.91,86100.0,83034.23,83760.0,2
2025-04-14 00:00:00+00:00,83760.0,85799.99,83678.0,84591.58,2
2025-04-15 00:00:00+00:00,84591.58,86496.42,83600.0,83643.99,2
2025-04-16 00:00:00+00:00,83643.99,85500.0,83111.64,84030.38,2
2025-04-17 00:00:00+00:00,84030.38,85470.01,83736.26,84947.91,2
2025-04-18 00:00:00+00:00,84947.92,85132.08,84303.96,84474.69,8
2025-04-19 00:00:00+00:00,84474.7,85677.99,84364.45,85077.01,8
2025-04-20 00:00:00+00:00,85077.0,85320.76,83949.52,85179.24,8
2025-04-21 00:00:00+00:00,85179.24,88465.99,85144.76,87516.23,8
2025-04-22 00:00:00+00:00,87516.22,93888.0,87076.03,93442.99,8
2025-04-23 00:00:00+00:00,93442.99,94696.05,91935.41,93691.08,5
2025-04-24 00:00:00+00:00,93691.07,94005.0,91660.01,93980.47,5
2025-04-25 00:00:00+00:00,93980.47,95758.04,92855.96,94638.68,5
2025-04-26 00:00:00+00:00,94638.68,95199.0,93870.69,94628.0,5
2025-04-27 00:00:00+00:00,94628.0,95369.0,93602.58,93749.3,5
2025-04-28 00:00:00+00:00,93749.29,95630.0,92800.01,95011.18,5
2025-04-29 00:00:00+00:00,95011.18,95461.53,93742.54,94256.82,5
2025-04-30 00:00:00+00:00,94256.82,95228.45,92910.0,94172.0,5
2025-05-01 00:00:00+00:00,94172.0,97424.02,94130.43,96489.91,5
2025-05-02 00:00:00+00:00,96489.9,97895.68,96350.0,96887.14,5
2025-05-03 00:00:00+00:00,96887.13,96935.67,95753.01,95856.42,5
2025-05-04 00:00:00+00:00,95856.42,96304.48,94151.38,94277.62,5
2025-05-05 00:00:00+00:00,94277.61,95199.0,93514.1,94733.68,5
2025-05-06 00:00:00+00:00,94733.68,96920.65,93377.0,96834.02,5
2025-05-07 00:00:00+00:00,96834.02,97732.0,95784.61,97030.5,5
2025-05-08 00:00:00+00:00,97030.5,104145.76,96876.29,103261.6,5
2025-05-09 00:00:00+00:00,103261.61,104361.3,102315.14,102971.99,5
2025-05-10 00:00:00+00:00,102971.99,104984.57,102818.76,104809.53,5
2025-05-11 00:00:00+00:00,104809.53,104972.0,103345.06,104118.0,5
2025-05-12 00:00:00+00:00,104118.0,105819.45,100718.37,102791.32,5
2025-05-13 00:00:00+00:00,102791.32,104976.25,101429.7,104103.72,5
2025-05-14 00:00:00+00:00,104103.72,104356.95,102602.05,103507.82,5
2025-05-15 00:00:00+00:00,103507.83,104192.7,101383.07,103763.71,5
2025-05-16 00:00:00+00:00,103763.71,104550.33,103100.49,103463.9,5
2025-05-17 00:00:00+00:00,103463.9,103709.86,102612.5,103126.65,5
2025-05-18 00:00:00+00:00,103126.65,106660.0,103105.09,106454.26,5
2025-05-19 00:00:00+00:00,106454.27,107108.62,102000.0,105573.74,5
2025-05-20 00:00:00+00:00,105573.73,107320.0,104184.72,106849.99,5
2025-05-21 00:00:00+00:00,106850.0,110797.38,106100.01,109643.99,5
2025-05-22 00:00:00+00:00,109643.99,111980.0,109177.37,111696.21,5
2025-05-23 00:00:00+00:00,111696.22,111800.0,106800.0,107318.3,5
